"","A","Au","B","Bu","E.x","E.y","pA","peA","pB","peB","Pr","PrUn","index","structure","posterior","groupPost","pgroup","mA","mAu","mB","mBu","cfsA","cfaAu","cfsB","cfsBu","Sum","run"
"32",0,1,0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,4,"conjunctive",0.25,1,1,0.202246034858553,0.015533670564031,0.0590388502360818,0.0146923352795333,NA,NA,NA,NA,NA,1
"33",0,0,1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,5,"conjunctive",0.25,2,1,0.0747071389519504,0.0290356620272077,0.00278142865285526,0.0325570193477767,NA,NA,NA,NA,NA,1
"34",0,0,1,1,0,0,0.9,0.5,0.8,0.5,0.18,0.25,6,"conjunctive",0.25,2,1,0.176672153237844,0.0721675834435807,0.00753313974741509,0.0117217130824358,NA,NA,NA,NA,NA,1
"35",0,1,1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,7,"conjunctive",0.25,2,1,0.162109535502836,0.0135463827211921,0.00785940208164352,0.0691836773458348,NA,NA,NA,NA,NA,1
"36",0,1,1,1,0,0,0.9,0.5,0.8,0.5,0.18,0.25,8,"conjunctive",0.25,2,1,0.408436027638516,0.0298499984983704,0.0195705270272435,0.0303495928205394,NA,NA,NA,NA,NA,1
"37",1,0,0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,9,"conjunctive",0.25,3,1,0.0181878762863491,0.0745450589527106,0.0579345216317941,0.0746020590586175,NA,NA,NA,NA,NA,1
"38",1,0,0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,1,0.0455847677109699,0.175687789599475,0.134597280767076,0.0321477826523902,NA,NA,NA,NA,NA,1
"39",1,1,0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,1,0.0461118011376484,0.0315777265674327,0.133817383429492,0.178743644439983,NA,NA,NA,NA,NA,1
"40",1,1,0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,1,0.11507004616047,0.0802856295514347,0.338322334351629,0.0806161038660369,NA,NA,NA,NA,NA,1
"41",1,0,1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,1,0.0388275952511426,0.150171261572954,0.0161996039838766,0.145040878405262,NA,NA,NA,NA,NA,1
"42",1,0,1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,1,0.0381960307786968,0.150070413266896,0.0165370164442491,0.152219187374858,NA,NA,NA,NA,NA,1
"43",1,0,1,1,0,0,0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,1,0.0953554188917425,0.366084219873761,0.03977463777212,0.0658791385023089,NA,NA,NA,NA,NA,1
"44",1,0,1,1,1,0,0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,1,0.093113786955539,0.37006846350937,0.0388648889805649,0.0647345956897267,NA,NA,NA,NA,NA,1
"45",1,1,1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,1,0.0957217353325792,0.0651671435311925,0.0396248712236047,0.365355217120308,NA,NA,NA,NA,NA,1
"46",1,1,1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,1,0.0932540576077555,0.0653599944166053,0.0390874641110978,0.367288457951485,NA,NA,NA,NA,NA,1
"47",1,1,1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,1,0.301889036900468,0.209817054993439,0.123758840812013,0.209208972392522,NA,NA,NA,NA,NA,1
"48",1,1,1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,1,0.300584122313553,0.209431891734938,0.125343078954385,0.207567729169112,NA,NA,NA,NA,NA,1
"49",0,0,0,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,1,"disjunctive",0.25,1,1,0.062463125940539,0.0259718898102147,0.160009382976459,0.219659142517835,NA,NA,NA,NA,NA,2
"50",0,0,0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,2,"disjunctive",0.25,1,1,0.0253330406758269,0.0104706995984991,0.443378676095339,0.104590433938947,NA,NA,NA,NA,NA,2
"51",0,1,0,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,3,"disjunctive",0.25,1,1,0.296700150182924,0.0222063501411856,0.130686474526353,0.176670499492136,NA,NA,NA,NA,NA,2
"52",0,1,0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,4,"disjunctive",0.25,1,1,0.13830809246287,0.0101128059795219,0.423865930005316,0.101856332295979,NA,NA,NA,NA,NA,2
"53",0,0,1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,5,"disjunctive",0.5,2,1,0.0322008832986205,0.0134027942279647,0.050846119537358,0.475883638378982,NA,NA,NA,NA,NA,2
"54",0,0,1,0,1,0,0.9,0.5,0.8,0.5,0.18,0.25,6,"disjunctive",0,3,1,0.03042159512397,0.0126860378721427,0.0492383641193865,0.476565376475531,NA,NA,NA,NA,NA,2
"55",0,0,1,1,0,1,0.9,0.5,0.8,0.5,0.18,0.25,7,"disjunctive",0,2,1,0.00613938109982553,0.00263294251363416,0.252422040914644,0.417371669240852,NA,NA,NA,NA,NA,2
"56",0,0,1,1,1,1,0.9,0.5,0.8,0.5,0.18,0.25,8,"disjunctive",0.5,3,1,0.0059572253172809,0.00272003457205884,0.254195074109995,0.415777589000961,NA,NA,NA,NA,NA,2
"57",0,1,1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,9,"disjunctive",0.5,2,1,0.169725340952755,0.0124810968202334,0.0468123235763466,0.442963103528429,NA,NA,NA,NA,NA,2
"58",0,1,1,0,1,0,0.9,0.5,0.8,0.5,0.18,0.25,10,"disjunctive",0,3,1,0.168077425276999,0.0122658668672201,0.0464833733945384,0.441701981301703,NA,NA,NA,NA,NA,2
"59",0,1,1,1,0,1,0.9,0.5,0.8,0.5,0.18,0.25,11,"disjunctive",0,2,1,0.0365306489918801,0.0025713856977767,0.247106504272269,0.413684937280541,NA,NA,NA,NA,NA,2
"60",0,1,1,1,1,1,0.9,0.5,0.8,0.5,0.18,0.25,12,"disjunctive",0.5,3,1,0.0363348994595682,0.00274047678065501,0.248812181611478,0.413043870024546,NA,NA,NA,NA,NA,2
"61",1,0,0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,13,"disjunctive",0.5,4,1,0.0925890196192526,0.358085678382423,0.0825893322635578,0.109358336274084,NA,NA,NA,NA,NA,2
"62",1,0,0,0,1,0,0.1,0.5,0.2,0.5,0.005,0.25,14,"disjunctive",0,5,1,0.0922084837447882,0.359973174928587,0.0808643533550957,0.108384970300837,NA,NA,NA,NA,NA,2
"63",1,0,0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,15,"disjunctive",0.5,4,1,0.0575294382283907,0.230275531489817,0.354815237838392,0.083196990848532,NA,NA,NA,NA,NA,2
"64",1,0,0,1,1,0,0.1,0.5,0.2,0.5,0.005,0.25,16,"disjunctive",0,5,1,0.058994403220013,0.231797241416294,0.354401122726049,0.0828132225354966,NA,NA,NA,NA,NA,2
"65",1,1,0,0,0,1,0.1,0.5,0.2,0.5,0.005,0.25,17,"disjunctive",0,4,1,0.377211454829113,0.261390940619745,0.0254518516116532,0.0330672613552756,NA,NA,NA,NA,NA,2
"66",1,1,0,0,1,1,0.1,0.5,0.2,0.5,0.005,0.25,18,"disjunctive",0.5,5,1,0.378104405965782,0.261388857980748,0.0247539301158187,0.0331703921193596,NA,NA,NA,NA,NA,2
"67",1,1,0,1,0,1,0.1,0.5,0.2,0.5,0.005,0.25,19,"disjunctive",0,4,1,0.326435983469212,0.226162464579254,0.148569291756885,0.0350277537456321,NA,NA,NA,NA,NA,2
"68",1,1,0,1,1,1,0.1,0.5,0.2,0.5,0.005,0.25,20,"disjunctive",0.5,5,1,0.325920365812214,0.227018409111179,0.149154034570081,0.034904141580428,NA,NA,NA,NA,NA,2
"69",1,0,1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,21,"disjunctive",1,6,1,0.0675677889259846,0.264720877580514,0.0376688373413211,0.34933766639763,NA,NA,NA,NA,NA,2
"70",1,0,1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,22,"disjunctive",0,7,1,0.0669429727526801,0.265566839289133,0.0373462107750287,0.349550978702867,NA,NA,NA,NA,NA,2
"71",1,0,1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,23,"disjunctive",0,6,1,0.0180520002943603,0.068734769305977,0.236113351723008,0.391804914036423,NA,NA,NA,NA,NA,2
"72",1,0,1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,24,"disjunctive",0.333333333333333,7,1,0.0165334780380521,0.0678598572296199,0.234402751342799,0.391399994978566,NA,NA,NA,NA,NA,2
"73",1,1,1,0,0,1,0.1,0.5,0.8,0.5,0.02,0.25,25,"disjunctive",0,6,1,0.342507203550992,0.240735008232705,0.0145331391275888,0.135065897219806,NA,NA,NA,NA,NA,2
"74",1,1,1,0,1,1,0.1,0.5,0.8,0.5,0.02,0.25,26,"disjunctive",0.333333333333333,7,1,0.344715942129981,0.239199088087872,0.0143211331450772,0.133484881888766,NA,NA,NA,NA,NA,2
"75",1,1,1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,27,"disjunctive",0,6,1,0.142168974684507,0.0986521674036248,0.142573394339221,0.235924830959726,NA,NA,NA,NA,NA,2
"76",1,1,1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,28,"disjunctive",0.333333333333333,7,1,0.141509648876939,0.0972372352292488,0.143018833517681,0.238538535520961,NA,NA,NA,NA,NA,2
"77",0,0,0,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,1,"conjunctive",0.25,1,1,0.0259938181507787,0.0114411768540877,0.0110784642238421,0.0132573457885543,NA,NA,NA,NA,NA,2
"78",0,0,0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,2,"conjunctive",0.25,1,1,0.0839144364650846,0.0349709410816984,0.0286485497344613,0.00596922602518398,NA,NA,NA,NA,NA,2
"79",0,1,0,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,3,"conjunctive",0.25,1,1,0.0938565138893441,0.00516699180943828,0.026967820393729,0.0383700262395015,NA,NA,NA,NA,NA,2
"80",0,1,0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,4,"conjunctive",0.25,1,1,0.207264860292656,0.0142574618193943,0.0660912534510598,0.0157306844257542,NA,NA,NA,NA,NA,2
"81",0,0,1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,5,"conjunctive",0.25,2,1,0.0720854611393653,0.0314365586614359,0.00309713186182321,0.0278742550672157,NA,NA,NA,NA,NA,2
"82",0,0,1,1,0,0,0.9,0.5,0.8,0.5,0.18,0.25,6,"conjunctive",0.25,2,1,0.164455325513808,0.0736251885225908,0.00749494721814533,0.0121387030161442,NA,NA,NA,NA,NA,2
"83",0,1,1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,7,"conjunctive",0.25,2,1,0.174892029306232,0.0126050960474124,0.00637125886604412,0.0729015436853413,NA,NA,NA,NA,NA,2
"84",0,1,1,1,0,0,0.9,0.5,0.8,0.5,0.18,0.25,8,"conjunctive",0.25,2,1,0.414270678558031,0.0315403601320174,0.0180666848760147,0.029913096368982,NA,NA,NA,NA,NA,2
"85",1,0,0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,9,"conjunctive",0.25,3,1,0.0200136012831089,0.0767624228076347,0.0574676045108515,0.0764828725627799,NA,NA,NA,NA,NA,2
"86",1,0,0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,1,0.0477751355028402,0.181365004996211,0.134750207860457,0.0316148388870764,NA,NA,NA,NA,NA,2
"87",1,1,0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,1,0.0465382543113903,0.0317035742169342,0.135311363477707,0.180594697257007,NA,NA,NA,NA,NA,2
"88",1,1,0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,1,0.114699351822758,0.0804784241138528,0.341661165942403,0.0794237603903639,NA,NA,NA,NA,NA,2
"89",1,0,1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,1,0.0381408480849469,0.146488161608238,0.015669800296125,0.151447202468019,NA,NA,NA,NA,NA,2
"90",1,0,1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,1,0.0378133006632355,0.146944805251172,0.0157139477320552,0.148909053902301,NA,NA,NA,NA,NA,2
"91",1,0,1,1,0,0,0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,1,0.0941953103165298,0.370445666157852,0.0393555248259655,0.0655737266884043,NA,NA,NA,NA,NA,2
"92",1,0,1,1,1,0,0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,1,0.0954845661093609,0.368198680017011,0.0397103886771657,0.0647593145564477,NA,NA,NA,NA,NA,2
"93",1,1,1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,1,0.0966763254841324,0.0653455150827808,0.0395672482495467,0.365186037781002,NA,NA,NA,NA,NA,2
"94",1,1,1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,1,0.0951381325450787,0.064036541482271,0.0393923921577656,0.367265291684644,NA,NA,NA,NA,NA,2
"95",1,1,1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,1,0.300644284851529,0.208081567768773,0.125861277555734,0.209811091271699,NA,NA,NA,NA,NA,2
"96",1,1,1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,1,0.298904538858218,0.209722634855297,0.125049630884847,0.209274664637297,NA,NA,NA,NA,NA,2
"97",0,0,0,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,1,"disjunctive",0.25,1,1,0.0608294480468421,0.0261759358250534,0.16247608213159,0.216632794077828,NA,NA,NA,NA,NA,3
"98",0,0,0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,2,"disjunctive",0.25,1,1,0.0258958148127514,0.0107389949426263,0.445892540790403,0.104302691581723,NA,NA,NA,NA,NA,3
"99",0,1,0,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,3,"disjunctive",0.25,1,1,0.293240153521153,0.0215589244021664,0.130076225937454,0.176019748259943,NA,NA,NA,NA,NA,3
"100",0,1,0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,4,"disjunctive",0.25,1,1,0.135716997672999,0.00995392336143067,0.424478076125743,0.100891833899265,NA,NA,NA,NA,NA,3
"101",0,0,1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,5,"disjunctive",0.5,2,1,0.0317616020285321,0.0131137938193959,0.0501901697220583,0.473953901797524,NA,NA,NA,NA,NA,3
"102",0,0,1,0,1,0,0.9,0.5,0.8,0.5,0.18,0.25,6,"disjunctive",0,3,1,0.0318991667825653,0.0135990200452794,0.0504571706423133,0.473165679344308,NA,NA,NA,NA,NA,3
"103",0,0,1,1,0,1,0.9,0.5,0.8,0.5,0.18,0.25,7,"disjunctive",0,2,1,0.0066354455445582,0.00289971409339873,0.253038687592131,0.415159317031046,NA,NA,NA,NA,NA,3
"104",0,0,1,1,1,1,0.9,0.5,0.8,0.5,0.18,0.25,8,"disjunctive",0.5,3,1,0.00671594148274183,0.00251176933895465,0.249762033403035,0.419813736560909,NA,NA,NA,NA,NA,3
"105",0,1,1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,9,"disjunctive",0.5,2,1,0.169513065985902,0.0130372802974572,0.0468659559760945,0.441848897596146,NA,NA,NA,NA,NA,3
"106",0,1,1,0,1,0,0.9,0.5,0.8,0.5,0.18,0.25,10,"disjunctive",0,3,1,0.170510275105904,0.0122388499080585,0.0474295176851336,0.444545988597211,NA,NA,NA,NA,NA,3
"107",0,1,1,1,0,1,0.9,0.5,0.8,0.5,0.18,0.25,11,"disjunctive",0,2,1,0.0372143128309099,0.00285266848014666,0.248999630911431,0.41192562319185,NA,NA,NA,NA,NA,3
"108",0,1,1,1,1,1,0.9,0.5,0.8,0.5,0.18,0.25,12,"disjunctive",0.5,3,1,0.0369164583777136,0.00279935265103359,0.250408064798047,0.411076416932425,NA,NA,NA,NA,NA,3
"109",1,0,0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,13,"disjunctive",0.5,4,1,0.0915167849321347,0.35758993893632,0.0810132905499873,0.108185556085427,NA,NA,NA,NA,NA,3
"110",1,0,0,0,1,0,0.1,0.5,0.2,0.5,0.005,0.25,14,"disjunctive",0,5,1,0.0914286508713446,0.362248106255868,0.0815007960947494,0.10843576175599,NA,NA,NA,NA,NA,3
"111",1,0,0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,15,"disjunctive",0.5,4,1,0.0577406719509594,0.227897366191172,0.358535305779689,0.0840554953974681,NA,NA,NA,NA,NA,3
"112",1,0,0,1,1,0,0.1,0.5,0.2,0.5,0.005,0.25,16,"disjunctive",0,5,1,0.0571560887257779,0.227779628033945,0.355099701354205,0.083767751633502,NA,NA,NA,NA,NA,3
"113",1,1,0,0,0,1,0.1,0.5,0.2,0.5,0.005,0.25,17,"disjunctive",0,4,1,0.375610734751792,0.260857985397642,0.0261582067824358,0.0336844276872382,NA,NA,NA,NA,NA,3
"114",1,1,0,0,1,1,0.1,0.5,0.2,0.5,0.005,0.25,18,"disjunctive",0.5,5,1,0.379450948321441,0.260565186872549,0.0260029967734951,0.0340484344315189,NA,NA,NA,NA,NA,3
"115",1,1,0,1,0,1,0.1,0.5,0.2,0.5,0.005,0.25,19,"disjunctive",0,4,1,0.326740668633358,0.226296998838477,0.149415217844153,0.0358463056201505,NA,NA,NA,NA,NA,3
"116",1,1,0,1,1,1,0.1,0.5,0.2,0.5,0.005,0.25,20,"disjunctive",0.5,5,1,0.326384493289784,0.227805671630319,0.149656322508769,0.0352441000818837,NA,NA,NA,NA,NA,3
"117",1,0,1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,21,"disjunctive",1,6,1,0.067786248619583,0.265434080227917,0.0369724890656659,0.353445170364888,NA,NA,NA,NA,NA,3
"118",1,0,1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,22,"disjunctive",0,7,1,0.0672400324353145,0.266380070111282,0.0371224050043157,0.348906357722848,NA,NA,NA,NA,NA,3
"119",1,0,1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,23,"disjunctive",0,6,1,0.0170075328766063,0.0682557824934708,0.233368350731416,0.388633212648013,NA,NA,NA,NA,NA,3
"120",1,0,1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,24,"disjunctive",0.333333333333333,7,1,0.0173508893612973,0.0684065732685561,0.236667204394527,0.391270742885888,NA,NA,NA,NA,NA,3
"121",1,1,1,0,0,1,0.1,0.5,0.8,0.5,0.02,0.25,25,"disjunctive",0,6,1,0.34617464186475,0.236762480481405,0.0146233266848568,0.13591389485338,NA,NA,NA,NA,NA,3
"122",1,1,1,0,1,1,0.1,0.5,0.8,0.5,0.02,0.25,26,"disjunctive",0.333333333333333,7,1,0.34583156895668,0.23828185847185,0.0142792687172069,0.135588423079776,NA,NA,NA,NA,NA,3
"123",1,1,1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,27,"disjunctive",0,6,1,0.144409825603009,0.101024304534361,0.145835641767605,0.241287312047653,NA,NA,NA,NA,NA,3
"124",1,1,1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,28,"disjunctive",0.333333333333333,7,1,0.142982873971534,0.0985770927104583,0.14490547803725,0.242777697466831,NA,NA,NA,NA,NA,3
"125",0,0,0,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,1,"conjunctive",0.25,1,1,0.0345110985390462,0.0125205995935576,0.0136247463510544,0.0154374696853406,NA,NA,NA,NA,NA,3
"126",0,0,0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,2,"conjunctive",0.25,1,1,0.0859505116166432,0.0354200220205751,0.0278293610043082,0.00568875334703227,NA,NA,NA,NA,NA,3
"127",0,1,0,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,3,"conjunctive",0.25,1,1,0.0829606875261865,0.00617565705545821,0.0279778819864261,0.0338043113563212,NA,NA,NA,NA,NA,3
"128",0,1,0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,4,"conjunctive",0.25,1,1,0.196123763156061,0.0148332350230954,0.0649914274908047,0.0151447269454707,NA,NA,NA,NA,NA,3
"129",0,0,1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,5,"conjunctive",0.25,2,1,0.0725704526841729,0.0276031827572643,0.00281142741915833,0.0300833861025677,NA,NA,NA,NA,NA,3
